Id,Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Open,Electricity,Wifi,Kitchen,Parking,Restaurant,Showers,Water,Toilets,Big rig friendly,Tent friendly,Pet friendly,Sanitation dump station,Outdoor gear,Groceries,Artisan goods,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging,Composting sawdust,Recycling center
ea473226-98ab-4b6b-8b23-85b715c50175,"Wolf Gap Campground, United States",Wolf Gap Campground,Established Campground,"This is a beautiful free campground on the border of Virginia and West Virginia. There are ten sites, each with a picnic table, a BBQ pit, a fire pit, a large tent pad, and a parking spot. There is also a large parking lot for extra vehicles or for day use. The day use area has several BBQ pits and tables. There are also pit toilets, and a water spigot, although we didn't check if it worked since we always carry plenty just incase. Two trail heads start at this site. It is located about 55 minutes NW of Luray on the 675. The road in is good, but narrow and winding. Very beautiful. You can stay for free up to 21 days! US National Forests are amazing. The photos we've included are of different sites. The blue dot on the screenshot is Wolf Gap, the green marker is Luray, VA, for reference. No generators, please. Keep this peaceful place peaceful.",38.9256,-116.2654,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
9862f739-a547-40c7-afed-0a92bc6e0185,"Trout Pond Recreational Area, United States",Trout Pond Recreational Area,Established Campground,Excellent campground with good facilities. Nearby hiking opportunities and very few people in the colder months. Great lake for boating or fishing.,44.2035,-114.5726,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
8a38f9de-92b9-43b0-8ae7-3fc37d5e4618,"Rocky Gap State Park, United States",Rocky Gap State Park,Established Campground,Great campground open year-round. Most people stay at the casino which is nowhere near the campground. Campground is very peaceful during the colder months. Excellent hiking and recreational opportunities at the site.,34.6675,-105.6853,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
80a628a7-242a-4fd3-9310-e1920c675f6d,"Patapsco Valley State Park - Hollofield Campground, United States",Patapsco Valley State Park - Hollofield Campground,Established Campground,"Great campground near Baltimore. Place can be crowded at times, and a little noisy, but all in all good place to stay so close to a populated area. Some good hiking and epic mountain biking nearby.",36.9382,-119.2177,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
f3c04fec-bebd-4b95-88b1-4ca88b2b6bd4,"Liberty Campground, United States",Liberty Campground,Established Campground,"Free. BLM campground at the head of the Liberty / Table Mountain 4WD trail system. Vault toilets that are well maintained. No water or hookups. There are 15 campsites total.

The homeowners a few hundred yards east on Liberty Road sell ice.",32.1408,-99.6862,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
6dd8b0d9-8627-4214-88c5-2decb5cd9d46,"Palmer State Fairgrounds, United States",Palmer State Fairgrounds,Established Campground,"Gated fairgrounds, full hook ups",43.9886,-120.3232,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
a3968a98-edea-4f6e-b5a9-323518d4c68a,"Browns Lake, United States",Browns Lake,Established Campground,Located on Browns lake. Sate camp site with fees and can be busy during the week end. During the week however it can be almost deserted.,39.5178,-110.8473,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
653ed73e-686c-4934-bde7-c1625d55193f,"Brandywine Group Campground, United States",Brandywine Group Campground,Established Campground,Great group area near main facilities. Large swimming area and secluded camping spot.,39.7592,-105.5203,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
0a11cbbf-d5a2-483e-9fe0-65c0f803d736,"South Ruby Campground, United States",South Ruby Campground,Established Campground,"$15 per camping unit. Nice views.
I’m April of 2025 I found the sites to be $8 per night. I was the only one here so super quiet and clean. Never saw the pit toilets but there are toilets down on Browns Dike.",34.2703,-110.8165,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
936f4079-28b8-40c4-b811-67a81f399d55,"Mountain View RV Ranch, United States",Mountain View RV Ranch,Established Campground,"Close to the border, former KOA, friendly staff. $29 plus tax for full hook up. Spent the evening watching Monday night football on the aging big screen TV with the camp host Charles. Also available is propane, small store with beer, and coin op laundry.",47.9848,-120.4475,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
45ca23d2-3b0b-4ae6-814a-97f6c4c8dd45,"Guajome Regional Park, United States",Guajome Regional Park,Established Campground,"Cheapest camping you will find anywhere near Carlsbad or San Diego, and we didn't need reservations in the summer (everywhere else is full). Extremely clean, pay hot showers, full hookups. Now $29 USD.

Tent, RV, van, camper trick, CABIN Available! Established city run & maintained park with full hookups, dump station, recreation abound! Booked 2 nights, will update upon stay!

Park office 760-724-4489 reservations 877-565-3600",27.9108,-81.2078,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
9975a9d8-acce-4eb9-aa30-6dbc8cea66f6,"Essence Of Tranquility, United States",Essence Of Tranquility,Established Campground,"Hot tubs (artesian) and camping or cabins. Also a communal kitchen and Rec room. Fee includes soaks, showers, use of facilities. Super highspeed wifi for those who work remote",43.3342,-106.9669,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
047fe60f-b7d8-4c9d-b0d3-b9b3ce6626fe,"The Mill Casino & RV Park, United States",The Mill Casino & RV Park,Established Campground,"This casino is just outside of Coos Bay, Oregon, and has RV park camping ($65+/night). The RV camping has nice paved spots with a bit of green space and picnic tables. Water and Electricity is available at each RV spot. There are nice clean washrooms, showers, and laundromat with access to the hotel pool and hot tub, and a small frontage store selling bare essentials. Restaurants are in the Casino, and be sure to check the local deals at the casino restaurants as they have different buffets a couple times a week.

T-Mo Reception: 3bars & LTE (fast)",47.1503,-110.0238,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
ca347ce8-8eb4-437e-b875-e950c8fc6710,"Jedediah Smith State Park, United States",Jedediah Smith State Park,Established Campground,"Note - no facilities available out of season
Although this campsite was $35.00/night, it was beautiful. At that price (with no electricity at the sites) some would say it was overpriced, but you are in the heart of the Redwood forest! It was quiet, and so serene. There are warm showers ($0.50/5 min) and running water in the washrooms. The water from the taps along the campsite loops was drinkable as well. There is a short nature walk that takes you through the Redwood glades and then along the bank of the Smith River. The River also has a day-use area and beach that was pretty cool as well. The water is crystal clear, and we spent some time at the Day-use area swimming once we had reached the noon check-out time. The sneaky idea is to make sure you do not pass through the park exit before going to the day use. The Campground also sells firewood and has great pits for mingling with your neighbors after dark.",39.0855,-116.0652,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
2cbfa320-6bc6-43dd-ac12-60a0e3f920c7,"Hot Well Dunes, United States",Hot Well Dunes,Established Campground,"This is a BLM site with a $3 per night fee. Includes pit toilets, picnic tables, trash cans and two hot spring outdoor HOT TUBS!! Spaces are dispersed in the desert sand and privacy is easy to find. Hot tubs fill from solar pump so only hot/flowing during the day. The tubs are empty at sunset. Great location, great price.",44.3634,-114.3724,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
dac10754-e82b-41f3-a4d2-2be6869f7aa2,"Fort Stevens State Park, United States",Fort Stevens State Park,Established Campground,"MUST HAVE RESERVATIONS AS OF 1/1/25

Got a spot! We arrived late at 9:00pm and checked the information board at the welcome center. They had a list of available sites posted up. We did self check in and slept in our car. It was wonderful! Sure, it is pricey at $35/ night, but the Oregon coast doesn't seem to have many pull out spots, so we were grateful for this awesome spot! The walking trails, beach and shipwreck were AMAZING! Such a great spot!",34.8274,-105.4851,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
aff9edad-60c7-4ba9-8f57-3ac4ed7d54c8,"Trailers Inn RV Park, United States",Trailers Inn RV Park,Established Campground,"Stayed in 31-S which fits up to 20 feet. USD 46.30 for full hook up. Wifi is now upgraded so was fast. Don’t expect friendly reception. rest was okay being only 12 miles from downtown price is for the location not view. Small book exchange, TV room next to office. Toilets clean.",37.0981,-119.0175,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
f111f053-ac6e-4fe8-a091-f1bdad33bb9c,"Bussey Point Campground, United States",Bussey Point Campground,Established Campground,"Enjoy nature at its finest. Located at the entrance of Bussey Point wilderness recreation area- a 2,545 acre peninsula on J. Strom Thurmond Lake- the campground provides a relaxing getaway for the nature enthusiast for hiking, mountain biking, or horseback riding. The Bussey Point horse trail was created by horseback riders for horseback riders. This trail circles the peninsula and is 12.5 miles long. Along with the horse trail, there are an additional 20 miles of roads and trails located within the area that all are welcome to use (no motor vehicles please). Located within the area are 15 food plots, six hike/bike/ride/boat in camping/picnic sites, and several natural beaches. Ample deer and turkey inhabit the area along wiht other mammals and birds to provide on of the best opportunities on teh lake to view wildlife in its natural setting. Adjacent to the area is the campground with 14 primitive campsites without water or electic, however, there are picnic tables, fire rings, and grills located at each site. There is also a boat launching ramp, hand pump for drinking water, and rustic toilets locatd throughout the area. 
Camping fee is $10 per night per site and day use is free. There are restrooms on site, but no showers.

Lantern Posts
• Tent Pads
• Trailhead Parking
• Grills
• Lake Access
• Horseback Riding Trails
• Tables
• Campfire Rings
• Vault Toilets
• Hitching Racks
• Pit Toilets
• Boat Ramp
• Bank",32.3007,-99.486,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
5c522a02-c276-48d2-bc36-699fb28942a6,"Magnolia Springs State Park, United States",Magnolia Springs State Park,Established Campground,"Primitive, prepared and RV sites available. Full capability cabins are available. See website for nightly cost (2014 cost $20 for tent walk in and $28 for site with electric).",44.1485,-120.123,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
b36eb4ad-0fc0-48a5-929a-024e62ec5b78,"Crazy Horse Campground, United States",Crazy Horse Campground,Established Campground,"Crazy Horse RV Resort is a clean, full-service RV park located in the heart of Kanab, Utah — the perfect basecamp for exploring Southern Utah’s most popular destinations, including Zion National Park, Bryce Canyon, Coral Pink Sand Dunes, and the Grand Canyon North Rim.

We offer spacious full-hookup RV sites with 30/50 amp service, along with tent sites, a heated swimming pool, clean bathhouse, and 24/7 laundry facilities. Our location provides easy access to downtown Kanab, local UTV trails, hiking, and sightseeing.

In addition to RV and tent camping, we offer unique lodging options including Luxury Conestoga Wagons, Yurts, and spacious Apartments large enough for the whole family, making Crazy Horse a great option for groups traveling together.

Whether you're staying for a night or planning a longer visit, Crazy Horse RV Resort offers comfort, convenience, and a central location for exploring everything Southern Utah has to offer.

Pull-Through RV Sites
Daily: $59.95 + tax
Weekly: $359.70 + tax

Back-In RV Sites
Daily: $55.00 + tax
Weekly: $330.00 + tax
Monthly (Oct–Jan Only): Starting at $795 – $895 + electric

Tent Pricing: $30.00 Per Night + Tax

Dumping Station: $10 Dump Only / Dump and Water $30

Bathhouse: Showers are $10",39.6777,-110.6471,0.0,2024-07-12 00:00:00 UTC,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
f7e51838-269d-46c6-8b15-2e171a3a8498,"Anza Borrego - NICE, United States",Anza Borrego - NICE,Wild Camping,"Free camping in Anza Borrego Park. Great stop along the highway - the sites are tucked away enough so the traffic noise is minimal. Sites are well dispersed and private with fire rings and pit toilets. Beautiful desert scenery with diverse landscape. Decent cell phone coverage.

You can drive in with 2WD but need 4WD to get the spots further in. Appears to be gravel with not too much difficulty with 2WD. We almost got our ProMaster stuck. Be careful!",39.5501,-105.7821,0.0,2024-07-12 00:00:00 UTC,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
2956a418-17e9-4b40-9831-0e579dc7fd6d,"Spencer Hot Springs, United States",Spencer Hot Springs,Wild Camping,"Sweet hot springs with 3 pools. Lots of places for vehicle or tent camping with good views.
Several pools, the one in the center can be somewhat adjusted temperature- wise.
Roads leading fhere are 2wd dirt roads and should be easy unless wet.",34.0612,-111.0783,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
bea1a520-07fa-4bab-a369-37f1e2141bdf,"Burr Trail - NICE, United States",Burr Trail - NICE,Wild Camping,"Very quiet sleeping places on the Burr Trail to Boulder on a BLM road. Only saw trucks and vans as road is extremely uneven. RV 24 ft max due to the overhang at the entrance.

Tons of good camping off the Burr Trail once you've entered Grand Staircase-Escalante. All BLM. Just dirt roads and fire rings. There is vegetation and hills so still very private. It's sandy — use caution if it's rainy, the clay turns to butter.",47.7757,-120.7093,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
365ae548-053f-4064-a19f-95ae29877eac,"Coral Pink Sand Dunes - OK, United States",Coral Pink Sand Dunes - OK,Wild Camping,Free camping without nothing in the BLM area. But you can also everywhere else camped nearby! Price: Free,27.7017,-81.4696,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
1ae93933-42a2-4603-98da-2a43cd690474,"Egan Creat Trail System Recreation Area, United States",Egan Creat Trail System Recreation Area,Wild Camping,"Recreation Area with NO ""no camping"" or ""no overnight"" signs. Although right off the highway, it's pretty quiet. 2 shelters with tables and garbage cans. A couple of trails to hike, OHV or MTB.
Free",43.1251,-107.2287,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
dcbb6c90-2b31-4076-b9e9-1ace9ba179f4,"Elyn - OK, United States",Elyn - OK,Wild Camping,"Sleeping area in NF. Was super quiet here, albeit cold.",46.9412,-110.2856,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
a35e09d7-c66d-4852-94ba-826a06891d66,"Lake Mead RA - NICE, United States",Lake Mead RA - NICE,Wild Camping,"Nice place outside the Lake Mead Recreation Area between the Valley of Fire and Las Vegas on a 4x4 route slightly away from the main road. Very quiet, aircraft can be heard sometimes.",38.8764,-116.327,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
ae0329e0-01d5-4110-a960-2d2ab5002dcd,"Salton Sea - OK, United States",Salton Sea - OK,Wild Camping,"Sleeping place behind a palm tree at the Salton Sea. You can sleep anywhere here beside the road. Is not especially beautiful, but good starting point for the Salton Sea bird watching.",44.1543,-114.6342,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
2d2b3ab0-9e7d-42c2-9637-9be9b56c4eb7,"Schlafplatz vor Vegas - OK, United States",Schlafplatz vor Vegas - OK,Wild Camping,"Sleeping place on a gravel road just before Vegas in NF. One has to go back there since before the site belongs to a camp. Was very quiet, even when not specifically just beautiful. Weak cell signal.",34.6183,-105.7469,0.0,2024-07-12 00:00:00 UTC,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
a17a4ff7-5a2b-4508-87ee-c32d812c0373,"Smokey Mountain Rd - NICE, United States",Smokey Mountain Rd - NICE,Wild Camping,"Very nice place on top of the cliff with great views! Large area with awesome view, fire ring. Permit for overnight stay is not necessary.

Smokey Mountains Road/Kelly Grade to this point is in sections very steep, but a great experience. Don't attempt too soon after rain storm as road can get slick. Curvy shelf road all the way to top of Kelly Grade.

Quiet and beautiful. Certainly often windy, but luckily there's no wind at night. Weak signals.",36.889,-119.2793,0.0,2024-07-12 00:00:00 UTC,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
e4e858f4-1965-4d5c-9f00-8728eb47dfd4,"BLM Free Camping West of Zion, United States",BLM Free Camping West of Zion,Wild Camping,"Sleeping place just off the main road on well marked road. Big rigs welcome. Warm according to circumstances but quiet at night. Verizon decent, good t-mobile. Good 5G internet on my phone.",32.0916,-99.7478,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
aacb1215-c5fc-47b7-99ba-a0d020628325,"National Forest Outside Durango, United States",National Forest Outside Durango,Wild Camping,"Free. Great quiet camping in canyon next to river. National forest. At end of First Fork road (12 miles on a good dirt road), a few miles east of Durango on the way to Pagosa Springs. Trails.",43.9394,-120.3848,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
c20e0dc6-7617-417f-b0ad-ae1408165215,"National Forest outside Ouray, United States",National Forest outside Ouray,Wild Camping,"Beautiful mountain scenery along this 40 mile dirt road which crosses Owl Creek mountain pass, between Ridgway and Montrose. Cold at night. No facilities, free. Plenty of boondocking opportunities.",39.4686,-110.9089,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
30bcd1a8-08cf-49bd-a3f5-dfa770c5f8a6,"National Forest outside Crested Butte, United States",National Forest outside Crested Butte,Wild Camping,"Free. Beautiful mountain scenery, 15 minutes on dirt road outside town of Crested Butte along Kebler Pass Road. Dirt road but easy to get here in a class C. Kebler Pass Road is a thoroughfare and there's a lot of traffic on the road.

Gorgeous view to Beckwith Mountain. Easy trail down to the river. There are more campsites at Horse Ranch Park and the Cliff Creek Trailhead just northwest of the GPS marker. Horse Ranch has a pit toilet.

Wildlife includes black bears, elk, beaver, and deer. Mosquitoes were relentless — never camp here without preparation.",39.71,-105.5819,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
8ebad945-50bd-45c8-ba11-b9d4136a0fc5,"National Forest outside Glenwood Springs, United States",National Forest outside Glenwood Springs,Wild Camping,"Free. National Forest camping off a dirt road, with good views in all directions. Quiet, only sound you hear are distant cows. No facilities.",34.2211,-110.8781,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
8bd6c74c-c38f-4f75-bc7f-d66ed5db0450,"Flaming Gorge national Forest, United States",Flaming Gorge national Forest,Wild Camping,Free wild camping in Flaming Gorge. Great mountain scenery.,47.9356,-120.5091,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
ca8736ca-ca36-4d05-9ca0-be07c659da5e,"Big Run Falls, United States",Big Run Falls,Wild Camping,"This is a primitive site located along a forest road in Monongahela National Forest. The forest road is graded in sections, but is unimproved in other sections. Four-wheel drive may not be required, but is strongly recommended. The site is marked by a fire circle, and a large, deteriorating picnic table. There is room for roughly a half dozen vehicles, or a couple of modately-sized off-road campers. While we've never encountered other campers there, it is evidently a popular spot. It is a superb destination for hiking, biking, and exploring. There are a number of amazing waterfalls in the immediate vicinity.",27.8616,-81.2694,0.0,2024-07-12 00:00:00 UTC,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No
